orderid,custid,empid,orderdate,requireddate,shippeddate,shipperid,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,chargeid
10927,40,4,2008-03-05 0:00:00,2008-04-02 0:00:00,2008-04-08 0:00:00,1,19.79,Destination WWJLO,"6789, avenue de l'Europe",Versailles,,10214,France,{ch_743w32_TEST}
10928,29,1,2008-03-05 0:00:00,2008-04-02 0:00:00,2008-03-18 0:00:00,1,1.36,Destination WOFLH,"Rambla de Cataluña, 1234",Barcelona,,10179,Spain,{ch_743w32_TEST}
10929,25,6,2008-03-05 0:00:00,2008-04-02 0:00:00,2008-03-12 0:00:00,1,33.93,Destination QOCBL,Berliner Platz 1234,München,,10169,Germany,{ch_743w32_TEST}
10930,76,4,2008-03-06 0:00:00,2008-04-17 0:00:00,2008-03-18 0:00:00,3,15.55,Ship to 76-A,"Boulevard Tirou, 8901",Charleroi,,10317,Belgium,{ch_743w32_TEST}
10931,68,4,2008-03-06 0:00:00,2008-03-20 0:00:00,2008-03-19 0:00:00,2,13.6,Ship to 68-B,Starenweg 7890,Genève,,10295,Switzerland,{ch_743w32_TEST}
10932,9,8,2008-03-06 0:00:00,2008-04-03 0:00:00,2008-03-24 0:00:00,1,134.64,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France,{ch_743w32_TEST}
10933,38,6,2008-03-06 0:00:00,2008-04-03 0:00:00,2008-03-16 0:00:00,3,54.15,Destination QVTLW,Garden House Crowther Way 7890,Cowes,Isle of Wight,10205,UK,{ch_743w32_TEST}
10934,44,3,2008-03-09 0:00:00,2008-04-06 0:00:00,2008-03-12 0:00:00,3,32.01,Ship to 44-C,Magazinweg 6789,Frankfurt a.M.,,10224,Germany,{ch_743w32_TEST}
10935,88,4,2008-03-09 0:00:00,2008-04-06 0:00:00,2008-03-18 0:00:00,3,47.59,Ship to 88-A,"Rua do Mercado, 4567",Resende,SP,10353,Brazil,{ch_743w32_TEST}
10936,32,3,2008-03-09 0:00:00,2008-04-06 0:00:00,2008-03-18 0:00:00,2,33.68,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA,{ch_743w32_TEST}
10937,12,7,2008-03-10 0:00:00,2008-03-24 0:00:00,2008-03-13 0:00:00,3,31.51,Destination QTHBC,Cerrito 6789,Buenos Aires,,10134,Argentina,{ch_743w32_TEST}
10938,63,3,2008-03-10 0:00:00,2008-04-07 0:00:00,2008-03-16 0:00:00,2,31.89,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany,{ch_743w32_TEST}
10939,49,2,2008-03-10 0:00:00,2008-04-07 0:00:00,2008-03-13 0:00:00,2,76.33,Ship to 49-A,Via Ludovico il Moro 8901,Bergamo,,10235,Italy,{ch_743w32_TEST}
10940,9,8,2008-03-11 0:00:00,2008-04-08 0:00:00,2008-03-23 0:00:00,3,19.77,Ship to 9-C,"0123, rue des Bouchers",Marseille,,10369,France,{ch_743w32_TEST}
10941,71,7,2008-03-11 0:00:00,2008-04-08 0:00:00,2008-03-20 0:00:00,2,400.81,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10942,66,9,2008-03-11 0:00:00,2008-04-08 0:00:00,2008-03-18 0:00:00,3,17.95,Ship to 66-C,Strada Provinciale 2345,Reggio Emilia,,10290,Italy,{ch_743w32_TEST}
10943,11,4,2008-03-11 0:00:00,2008-04-08 0:00:00,2008-03-19 0:00:00,2,2.17,Destination NZASL,Fauntleroy Circus 5678,London,,10133,UK,{ch_743w32_TEST}
10944,10,6,2008-03-12 0:00:00,2008-03-26 0:00:00,2008-03-13 0:00:00,3,52.92,Destination XJIBQ,1234 Tsawassen Blvd.,Tsawassen,BC,10129,Canada,{ch_743w32_TEST}
10945,52,4,2008-03-12 0:00:00,2008-04-09 0:00:00,2008-03-18 0:00:00,1,10.22,Ship to 52-B,Heerstr. 0123,Leipzig,,10248,Germany,{ch_743w32_TEST}
10946,83,1,2008-03-12 0:00:00,2008-04-09 0:00:00,2008-03-19 0:00:00,2,27.2,Ship to 83-B,Smagsloget 1234,Århus,,10340,Denmark,{ch_743w32_TEST}
10947,11,3,2008-03-13 0:00:00,2008-04-10 0:00:00,2008-03-16 0:00:00,2,3.26,Destination NZASL,Fauntleroy Circus 5678,London,,10133,UK,{ch_743w32_TEST}
10948,30,3,2008-03-13 0:00:00,2008-04-10 0:00:00,2008-03-19 0:00:00,3,23.39,Destination GGQIR,"C/ Romero, 6789",Sevilla,,10184,Spain,{ch_743w32_TEST}
10949,10,2,2008-03-13 0:00:00,2008-04-10 0:00:00,2008-03-17 0:00:00,3,74.44,Destination OLSSJ,2345 Tsawassen Blvd.,Tsawassen,BC,10130,Canada,{ch_743w32_TEST}
10950,49,1,2008-03-16 0:00:00,2008-04-13 0:00:00,2008-03-23 0:00:00,2,2.5,Ship to 49-B,Via Ludovico il Moro 9012,Bergamo,,10236,Italy,{ch_743w32_TEST}
10951,68,9,2008-03-16 0:00:00,2008-04-27 0:00:00,2008-04-07 0:00:00,2,30.85,Ship to 68-A,Starenweg 6789,Genève,,10294,Switzerland,{ch_743w32_TEST}
10952,1,1,2008-03-16 0:00:00,2008-04-27 0:00:00,2008-03-24 0:00:00,1,40.42,Destination LOUIE,Obere Str. 6789,Berlin,,10154,Germany,{ch_743w32_TEST}
10953,4,9,2008-03-16 0:00:00,2008-03-30 0:00:00,2008-03-25 0:00:00,2,23.72,Ship to 4-B,Brook Farm Stratford St. Mary 1234,Colchester,Essex,10239,UK,{ch_743w32_TEST}
10954,47,5,2008-03-17 0:00:00,2008-04-28 0:00:00,2008-03-20 0:00:00,1,27.91,Ship to 47-B,Ave. 5 de Mayo Porlamar 4567,I. de Margarita,Nueva Esparta,10231,Venezuela,{ch_743w32_TEST}
10955,24,8,2008-03-17 0:00:00,2008-04-14 0:00:00,2008-03-20 0:00:00,2,3.26,Destination YCMPK,Åkergatan 8901,Bräcke,,10166,Sweden,{ch_743w32_TEST}
10956,6,6,2008-03-17 0:00:00,2008-04-28 0:00:00,2008-03-20 0:00:00,2,44.65,Ship to 6-B,Forsterstr. 3456,Mannheim,,10301,Germany,{ch_743w32_TEST}
10957,35,8,2008-03-18 0:00:00,2008-04-15 0:00:00,2008-03-27 0:00:00,3,105.36,Destination UOUWK,Carrera 9012 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10197,Venezuela,{ch_743w32_TEST}
10958,54,7,2008-03-18 0:00:00,2008-04-15 0:00:00,2008-03-27 0:00:00,2,49.56,Ship to 54-C,Ing. Gustavo Moncada 6789 Piso 20-A,Buenos Aires,,10254,Argentina,{ch_743w32_TEST}
10959,31,6,2008-03-18 0:00:00,2008-04-29 0:00:00,2008-03-23 0:00:00,2,4.98,Destination GWPFK,"Av. Brasil, 0123",Campinas,SP,10188,Brazil,{ch_743w32_TEST}
10960,35,3,2008-03-19 0:00:00,2008-04-02 0:00:00,2008-04-08 0:00:00,1,2.08,Destination SXYQX,Carrera 0123 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10198,Venezuela,{ch_743w32_TEST}
10961,62,8,2008-03-19 0:00:00,2008-04-16 0:00:00,2008-03-30 0:00:00,1,104.47,Ship to 62-A,"Alameda dos Canàrios, 8901",Sao Paulo,SP,10276,Brazil,{ch_743w32_TEST}
10962,63,8,2008-03-19 0:00:00,2008-04-16 0:00:00,2008-03-23 0:00:00,2,275.79,Ship to 63-B,Taucherstraße 2345,Cunewalde,,10280,Germany,{ch_743w32_TEST}
10963,28,9,2008-03-19 0:00:00,2008-04-16 0:00:00,2008-03-26 0:00:00,3,2.7,Destination CIRQO,Jardim das rosas n. 8901,Lisboa,,10176,Portugal,{ch_743w32_TEST}
10964,74,3,2008-03-20 0:00:00,2008-04-17 0:00:00,2008-03-24 0:00:00,2,87.38,Ship to 74-B,"4567, rue Lauriston",Paris,,10313,France,{ch_743w32_TEST}
10965,55,6,2008-03-20 0:00:00,2008-04-17 0:00:00,2008-03-30 0:00:00,3,144.38,Ship to 55-B,8901 Bering St.,Anchorage,AK,10256,USA,{ch_743w32_TEST}
10966,14,4,2008-03-20 0:00:00,2008-04-17 0:00:00,2008-04-08 0:00:00,1,27.19,Destination NRTZZ,Hauptstr. 0123,Bern,,10138,Switzerland,{ch_743w32_TEST}
10967,79,2,2008-03-23 0:00:00,2008-04-20 0:00:00,2008-04-02 0:00:00,2,62.22,Ship to 79-B,Luisenstr. 8901,Münster,,10327,Germany,{ch_743w32_TEST}
10968,20,1,2008-03-23 0:00:00,2008-04-20 0:00:00,2008-04-01 0:00:00,3,74.6,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10969,15,1,2008-03-23 0:00:00,2008-04-20 0:00:00,2008-03-30 0:00:00,2,0.21,Destination EVHYA,"Av. dos Lusíadas, 3456",Sao Paulo,SP,10141,Brazil,{ch_743w32_TEST}
10970,8,9,2008-03-24 0:00:00,2008-04-07 0:00:00,2008-04-24 0:00:00,1,16.16,Ship to 8-C,"C/ Araquil, 1234",Madrid,,10360,Spain,{ch_743w32_TEST}
10971,26,2,2008-03-24 0:00:00,2008-04-21 0:00:00,2008-04-02 0:00:00,2,121.82,Destination XBVKN,"3456, rue Royale",Nantes,,10171,France,{ch_743w32_TEST}
10972,40,4,2008-03-24 0:00:00,2008-04-21 0:00:00,2008-03-26 0:00:00,2,0.02,Destination MVTWX,"5678, avenue de l'Europe",Versailles,,10213,France,{ch_743w32_TEST}
10973,40,6,2008-03-24 0:00:00,2008-04-21 0:00:00,2008-03-27 0:00:00,2,15.17,Destination WWJLO,"6789, avenue de l'Europe",Versailles,,10214,France,{ch_743w32_TEST}
10974,75,3,2008-03-25 0:00:00,2008-04-08 0:00:00,2008-04-03 0:00:00,3,12.96,Ship to 75-B,P.O. Box 6789,Lander,WY,10315,USA,{ch_743w32_TEST}
10975,10,1,2008-03-25 0:00:00,2008-04-22 0:00:00,2008-03-27 0:00:00,3,32.27,Destination OLSSJ,2345 Tsawassen Blvd.,Tsawassen,BC,10130,Canada,{ch_743w32_TEST}
10976,35,1,2008-03-25 0:00:00,2008-05-06 0:00:00,2008-04-03 0:00:00,1,37.97,Destination SXYQX,Carrera 0123 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10198,Venezuela,{ch_743w32_TEST}
10977,24,8,2008-03-26 0:00:00,2008-04-23 0:00:00,2008-04-10 0:00:00,3,208.5,Destination NCKKO,Åkergatan 7890,Bräcke,,10165,Sweden,{ch_743w32_TEST}
10978,50,9,2008-03-26 0:00:00,2008-04-23 0:00:00,2008-04-23 0:00:00,2,32.82,Ship to 50-A,Rue Joseph-Bens 3456,Bruxelles,,10241,Belgium,{ch_743w32_TEST}
10979,20,8,2008-03-26 0:00:00,2008-04-23 0:00:00,2008-03-31 0:00:00,2,353.07,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10980,24,4,2008-03-27 0:00:00,2008-05-08 0:00:00,2008-04-17 0:00:00,1,1.26,Destination YCMPK,Åkergatan 8901,Bräcke,,10166,Sweden,{ch_743w32_TEST}
10981,34,1,2008-03-27 0:00:00,2008-04-24 0:00:00,2008-04-02 0:00:00,2,193.37,Destination JPAIY,"Rua do Paço, 8901",Rio de Janeiro,RJ,10196,Brazil,{ch_743w32_TEST}
10982,10,2,2008-03-27 0:00:00,2008-04-24 0:00:00,2008-04-08 0:00:00,1,14.01,Destination XJIBQ,1234 Tsawassen Blvd.,Tsawassen,BC,10129,Canada,{ch_743w32_TEST}
10983,71,2,2008-03-27 0:00:00,2008-04-24 0:00:00,2008-04-06 0:00:00,2,657.54,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA,{ch_743w32_TEST}
10984,71,1,2008-03-30 0:00:00,2008-04-27 0:00:00,2008-04-03 0:00:00,3,211.22,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA,{ch_743w32_TEST}
10985,37,2,2008-03-30 0:00:00,2008-04-27 0:00:00,2008-04-02 0:00:00,1,91.51,Destination ATSOA,4567 Johnstown Road,Cork,Co. Cork,10202,Ireland,{ch_743w32_TEST}
10986,54,8,2008-03-30 0:00:00,2008-04-27 0:00:00,2008-04-21 0:00:00,2,217.86,Ship to 54-A,Ing. Gustavo Moncada 4567 Piso 20-A,Buenos Aires,,10252,Argentina,{ch_743w32_TEST}
10987,19,8,2008-03-31 0:00:00,2008-04-28 0:00:00,2008-04-06 0:00:00,1,185.48,Destination FRCGJ,5678 King George,London,,10153,UK,{ch_743w32_TEST}
10988,65,3,2008-03-31 0:00:00,2008-04-28 0:00:00,2008-04-10 0:00:00,2,61.14,Ship to 65-A,7890 Milton Dr.,Albuquerque,NM,10285,USA,{ch_743w32_TEST}
10989,61,2,2008-03-31 0:00:00,2008-04-28 0:00:00,2008-04-02 0:00:00,1,34.76,Ship to 61-A,"Rua da Panificadora, 5678",Rio de Janeiro,RJ,10273,Brazil,{ch_743w32_TEST}
10990,20,2,2008-04-01 0:00:00,2008-05-13 0:00:00,2008-04-07 0:00:00,3,117.61,Destination RVDMF,Kirchgasse 9012,Graz,,10157,Austria,{ch_743w32_TEST}
10991,63,1,2008-04-01 0:00:00,2008-04-29 0:00:00,2008-04-07 0:00:00,1,38.51,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany,{ch_743w32_TEST}
10992,77,1,2008-04-01 0:00:00,2008-04-29 0:00:00,2008-04-03 0:00:00,3,4.27,Ship to 77-C,3456 Jefferson Way Suite 2,Portland,OR,10322,USA,{ch_743w32_TEST}
10993,24,7,2008-04-01 0:00:00,2008-04-29 0:00:00,2008-04-10 0:00:00,3,8.81,Destination NCKKO,Åkergatan 7890,Bräcke,,10165,Sweden,{ch_743w32_TEST}
10994,83,2,2008-04-02 0:00:00,2008-04-16 0:00:00,2008-04-09 0:00:00,3,65.53,Ship to 83-C,Smagsloget 2345,Århus,,10341,Denmark,{ch_743w32_TEST}
10995,58,1,2008-04-02 0:00:00,2008-04-30 0:00:00,2008-04-06 0:00:00,3,46,Ship to 58-B,Calle Dr. Jorge Cash 4567,México D.F.,,10262,Mexico,{ch_743w32_TEST}
10996,63,4,2008-04-02 0:00:00,2008-04-30 0:00:00,2008-04-10 0:00:00,2,1.12,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany,{ch_743w32_TEST}
10997,46,8,2008-04-03 0:00:00,2008-05-15 0:00:00,2008-04-13 0:00:00,2,73.91,Ship to 46-A,Carrera 0123 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,10227,Venezuela,{ch_743w32_TEST}
10998,91,8,2008-04-03 0:00:00,2008-04-17 0:00:00,2008-04-17 0:00:00,2,20.31,Ship to 91-A,ul. Filtrowa 5678,Warszawa,,10364,Poland,{ch_743w32_TEST}
10999,56,6,2008-04-03 0:00:00,2008-05-01 0:00:00,2008-04-10 0:00:00,2,96.35,Ship to 56-B,Mehrheimerstr. 1234,Köln,,10259,Germany,{ch_743w32_TEST}
11000,65,2,2008-04-06 0:00:00,2008-05-04 0:00:00,2008-04-14 0:00:00,3,55.12,Ship to 65-A,7890 Milton Dr.,Albuquerque,NM,10285,USA,{ch_743w32_TEST}
11001,24,2,2008-04-06 0:00:00,2008-05-04 0:00:00,2008-04-14 0:00:00,2,197.3,Destination YCMPK,Åkergatan 8901,Bräcke,,10166,Sweden,{ch_743w32_TEST}
11002,71,4,2008-04-06 0:00:00,2008-05-04 0:00:00,2008-04-16 0:00:00,1,141.16,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
11003,78,3,2008-04-06 0:00:00,2008-05-04 0:00:00,2008-04-08 0:00:00,3,14.91,Ship to 78-B,5678 Grizzly Peak Rd.,Butte,MT,10324,USA,{ch_743w32_TEST}
11004,50,3,2008-04-07 0:00:00,2008-05-05 0:00:00,2008-04-20 0:00:00,1,44.84,Ship to 50-C,Rue Joseph-Bens 5678,Bruxelles,,10243,Belgium,{ch_743w32_TEST}
11005,90,2,2008-04-07 0:00:00,2008-05-05 0:00:00,2008-04-10 0:00:00,1,0.75,Ship to 90-A,Keskuskatu 2345,Helsinki,,10361,Finland,{ch_743w32_TEST}
11006,32,3,2008-04-07 0:00:00,2008-05-05 0:00:00,2008-04-15 0:00:00,2,25.19,Destination LLUXZ,1234 Baker Blvd.,Eugene,OR,10189,USA,{ch_743w32_TEST}
11007,60,8,2008-04-08 0:00:00,2008-05-06 0:00:00,2008-04-13 0:00:00,2,202.24,Ship to 60-C,Estrada da saúde n. 4567,Lisboa,,10272,Portugal,{ch_743w32_TEST}
11008,20,7,2008-04-08 0:00:00,2008-05-06 0:00:00,,3,79.46,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
11009,30,2,2008-04-08 0:00:00,2008-05-06 0:00:00,2008-04-10 0:00:00,1,59.11,Destination WVLDH,"C/ Romero, 7890",Sevilla,,10185,Spain,{ch_743w32_TEST}
11010,66,2,2008-04-09 0:00:00,2008-05-07 0:00:00,2008-04-21 0:00:00,2,28.71,Ship to 66-A,Strada Provinciale 0123,Reggio Emilia,,10288,Italy,{ch_743w32_TEST}
11011,1,3,2008-04-09 0:00:00,2008-05-07 0:00:00,2008-04-13 0:00:00,1,1.21,Destination LOUIE,Obere Str. 6789,Berlin,,10154,Germany,{ch_743w32_TEST}
11012,25,1,2008-04-09 0:00:00,2008-04-23 0:00:00,2008-04-17 0:00:00,3,242.95,Destination WEGWI,Berliner Platz 2345,München,,10170,Germany,{ch_743w32_TEST}
11013,69,2,2008-04-09 0:00:00,2008-05-07 0:00:00,2008-04-10 0:00:00,1,32.99,Ship to 69-A,"Gran Vía, 9012",Madrid,,10297,Spain,{ch_743w32_TEST}
11014,47,2,2008-04-10 0:00:00,2008-05-08 0:00:00,2008-04-15 0:00:00,3,23.6,Ship to 47-A,Ave. 5 de Mayo Porlamar 3456,I. de Margarita,Nueva Esparta,10230,Venezuela,{ch_743w32_TEST}
11015,70,2,2008-04-10 0:00:00,2008-04-24 0:00:00,2008-04-20 0:00:00,2,4.62,Ship to 70-C,Erling Skakkes gate 6789,Stavern,,10304,Norway,{ch_743w32_TEST}
11016,4,9,2008-04-10 0:00:00,2008-05-08 0:00:00,2008-04-13 0:00:00,2,33.8,Ship to 4-A,Brook Farm Stratford St. Mary 0123,Colchester,Essex,10238,UK,{ch_743w32_TEST}
11017,20,9,2008-04-13 0:00:00,2008-05-11 0:00:00,2008-04-20 0:00:00,2,754.26,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
11018,48,4,2008-04-13 0:00:00,2008-05-11 0:00:00,2008-04-16 0:00:00,2,11.65,Ship to 48-B,6789 Chiaroscuro Rd.,Portland,OR,10233,USA,{ch_743w32_TEST}
11019,64,6,2008-04-13 0:00:00,2008-05-11 0:00:00,,3,3.17,Ship to 64-B,Av. del Libertador 5678,Buenos Aires,,10283,Argentina,{ch_743w32_TEST}
11020,56,2,2008-04-14 0:00:00,2008-05-12 0:00:00,2008-04-16 0:00:00,2,43.3,Ship to 56-B,Mehrheimerstr. 1234,Köln,,10259,Germany,{ch_743w32_TEST}
11021,63,3,2008-04-14 0:00:00,2008-05-12 0:00:00,2008-04-21 0:00:00,1,297.18,Ship to 63-B,Taucherstraße 2345,Cunewalde,,10280,Germany,{ch_743w32_TEST}
11022,34,9,2008-04-14 0:00:00,2008-05-12 0:00:00,2008-05-04 0:00:00,2,6.27,Destination SCQXA,"Rua do Paço, 7890",Rio de Janeiro,RJ,10195,Brazil,{ch_743w32_TEST}
11023,11,1,2008-04-14 0:00:00,2008-04-28 0:00:00,2008-04-24 0:00:00,2,123.83,Destination NZASL,Fauntleroy Circus 5678,London,,10133,UK,{ch_743w32_TEST}
11024,19,4,2008-04-15 0:00:00,2008-05-13 0:00:00,2008-04-20 0:00:00,1,74.36,Destination BBMRT,4567 King George,London,,10152,UK,{ch_743w32_TEST}
11025,87,6,2008-04-15 0:00:00,2008-05-13 0:00:00,2008-04-24 0:00:00,3,29.17,Ship to 87-C,Torikatu 3456,Oulu,,10352,Finland,{ch_743w32_TEST}
11026,27,4,2008-04-15 0:00:00,2008-05-13 0:00:00,2008-04-28 0:00:00,1,47.09,Destination DICGM,Via Monte Bianco 7890,Torino,,10175,Italy,{ch_743w32_TEST}
11027,10,1,2008-04-16 0:00:00,2008-05-14 0:00:00,2008-04-20 0:00:00,1,52.52,Destination XJIBQ,1234 Tsawassen Blvd.,Tsawassen,BC,10129,Canada,{ch_743w32_TEST}
11028,39,2,2008-04-16 0:00:00,2008-05-14 0:00:00,2008-04-22 0:00:00,1,29.59,Destination DKMQA,Maubelstr. 0123,Brandenburg,,10208,Germany,{ch_743w32_TEST}
11029,14,4,2008-04-16 0:00:00,2008-05-14 0:00:00,2008-04-27 0:00:00,1,47.84,Destination YUJRD,Hauptstr. 1234,Bern,,10139,Switzerland,{ch_743w32_TEST}
11030,71,7,2008-04-17 0:00:00,2008-05-15 0:00:00,2008-04-27 0:00:00,2,830.75,Ship to 71-C,9012 Suffolk Ln.,Boise,ID,10307,USA,{ch_743w32_TEST}
11031,71,6,2008-04-17 0:00:00,2008-05-15 0:00:00,2008-04-24 0:00:00,2,227.22,Ship to 71-C,9012 Suffolk Ln.,Boise,ID,10307,USA,{ch_743w32_TEST}
11032,89,2,2008-04-17 0:00:00,2008-05-15 0:00:00,2008-04-23 0:00:00,3,606.19,Ship to 89-B,8901 - 12th Ave. S.,Seattle,WA,10357,USA,{ch_743w32_TEST}
11033,68,7,2008-04-17 0:00:00,2008-05-15 0:00:00,2008-04-23 0:00:00,3,84.74,Ship to 68-A,Starenweg 6789,Genève,,10294,Switzerland,{ch_743w32_TEST}
11034,55,8,2008-04-20 0:00:00,2008-06-01 0:00:00,2008-04-27 0:00:00,1,40.32,Ship to 55-B,8901 Bering St.,Anchorage,AK,10256,USA,{ch_743w32_TEST}
11035,76,2,2008-04-20 0:00:00,2008-05-18 0:00:00,2008-04-24 0:00:00,2,0.17,Ship to 76-B,"Boulevard Tirou, 9012",Charleroi,,10318,Belgium,{ch_743w32_TEST}
11036,17,8,2008-04-20 0:00:00,2008-05-18 0:00:00,2008-04-22 0:00:00,3,149.47,Destination YPUYI,Walserweg 8901,Aachen,,10146,Germany,{ch_743w32_TEST}
11037,30,7,2008-04-21 0:00:00,2008-05-19 0:00:00,2008-04-27 0:00:00,1,3.2,Destination GGQIR,"C/ Romero, 6789",Sevilla,,10184,Spain,{ch_743w32_TEST}
11038,76,1,2008-04-21 0:00:00,2008-05-19 0:00:00,2008-04-30 0:00:00,2,29.59,Ship to 76-A,"Boulevard Tirou, 8901",Charleroi,,10317,Belgium,{ch_743w32_TEST}
11039,47,1,2008-04-21 0:00:00,2008-05-19 0:00:00,,2,65,Ship to 47-C,Ave. 5 de Mayo Porlamar 5678,I. de Margarita,Nueva Esparta,10232,Venezuela,{ch_743w32_TEST}
11040,32,4,2008-04-22 0:00:00,2008-05-20 0:00:00,,3,18.84,Destination VYOBK,3456 Baker Blvd.,Eugene,OR,10191,USA,{ch_743w32_TEST}
11041,14,3,2008-04-22 0:00:00,2008-05-20 0:00:00,2008-04-28 0:00:00,2,48.22,Destination YUJRD,Hauptstr. 1234,Bern,,10139,Switzerland,{ch_743w32_TEST}
11042,15,2,2008-04-22 0:00:00,2008-05-06 0:00:00,2008-05-01 0:00:00,1,29.99,Destination EVHYA,"Av. dos Lusíadas, 3456",Sao Paulo,SP,10141,Brazil,{ch_743w32_TEST}
11043,74,5,2008-04-22 0:00:00,2008-05-20 0:00:00,2008-04-29 0:00:00,2,8.8,Ship to 74-B,"4567, rue Lauriston",Paris,,10313,France,{ch_743w32_TEST}
11044,91,4,2008-04-23 0:00:00,2008-05-21 0:00:00,2008-05-01 0:00:00,1,8.72,Ship to 91-B,ul. Filtrowa 6789,Warszawa,,10365,Poland,{ch_743w32_TEST}
11045,10,6,2008-04-23 0:00:00,2008-05-21 0:00:00,,2,70.58,Destination LPHSI,3456 Tsawassen Blvd.,Tsawassen,BC,10131,Canada,{ch_743w32_TEST}
11046,86,8,2008-04-23 0:00:00,2008-05-21 0:00:00,2008-04-24 0:00:00,2,71.64,Ship to 86-C,Adenauerallee 0123,Stuttgart,,10349,Germany,{ch_743w32_TEST}
11047,19,7,2008-04-24 0:00:00,2008-05-22 0:00:00,2008-05-01 0:00:00,3,46.62,Destination FRCGJ,5678 King George,London,,10153,UK,{ch_743w32_TEST}
11048,10,7,2008-04-24 0:00:00,2008-05-22 0:00:00,2008-04-30 0:00:00,3,24.12,Destination XJIBQ,1234 Tsawassen Blvd.,Tsawassen,BC,10129,Canada,{ch_743w32_TEST}
11049,31,3,2008-04-24 0:00:00,2008-05-22 0:00:00,2008-05-04 0:00:00,1,8.34,Destination XOIGC,"Av. Brasil, 8901",Campinas,SP,10186,Brazil,{ch_743w32_TEST}
11050,24,8,2008-04-27 0:00:00,2008-05-25 0:00:00,2008-05-05 0:00:00,2,59.41,Destination YCMPK,Åkergatan 8901,Bräcke,,10166,Sweden,{ch_743w32_TEST}
11051,41,7,2008-04-27 0:00:00,2008-05-25 0:00:00,,3,2.79,Destination OLJND,8901 rue Alsace-Lorraine,Toulouse,,10216,France,{ch_743w32_TEST}
11052,34,3,2008-04-27 0:00:00,2008-05-25 0:00:00,2008-05-01 0:00:00,1,67.26,Destination DPCVR,"Rua do Paço, 6789",Rio de Janeiro,RJ,10194,Brazil,{ch_743w32_TEST}
11053,59,2,2008-04-27 0:00:00,2008-05-25 0:00:00,2008-04-29 0:00:00,2,53.05,Ship to 59-A,Geislweg 6789,Salzburg,,10264,Austria,{ch_743w32_TEST}
11054,12,8,2008-04-28 0:00:00,2008-05-26 0:00:00,,1,0.33,Destination QTHBC,Cerrito 6789,Buenos Aires,,10134,Argentina,{ch_743w32_TEST}
11055,35,7,2008-04-28 0:00:00,2008-05-26 0:00:00,2008-05-05 0:00:00,2,120.92,Destination JYDLM,Carrera1234 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10199,Venezuela,{ch_743w32_TEST}
11056,19,8,2008-04-28 0:00:00,2008-05-12 0:00:00,2008-05-01 0:00:00,2,278.96,Destination QTKCU,3456 King George,London,,10151,UK,{ch_743w32_TEST}
11057,53,3,2008-04-29 0:00:00,2008-05-27 0:00:00,2008-05-01 0:00:00,3,4.13,Ship to 53-C,South House 3456 Queensbridge,London,,10251,UK,{ch_743w32_TEST}
11058,6,9,2008-04-29 0:00:00,2008-05-27 0:00:00,,3,31.14,Ship to 6-A,Forsterstr. 2345,Mannheim,,10300,Germany,{ch_743w32_TEST}
11059,67,2,2008-04-29 0:00:00,2008-06-10 0:00:00,,2,85.8,Ship to 67-A,"Av. Copacabana, 3456",Rio de Janeiro,RJ,10291,Brazil,{ch_743w32_TEST}
11060,27,2,2008-04-30 0:00:00,2008-05-28 0:00:00,2008-05-04 0:00:00,2,10.98,Destination DICGM,Via Monte Bianco 7890,Torino,,10175,Italy,{ch_743w32_TEST}
11061,32,4,2008-04-30 0:00:00,2008-06-11 0:00:00,,3,14.01,Destination VYOBK,3456 Baker Blvd.,Eugene,OR,10191,USA,{ch_743w32_TEST}
11062,66,4,2008-04-30 0:00:00,2008-05-28 0:00:00,,2,29.93,Ship to 66-B,Strada Provinciale 1234,Reggio Emilia,,10289,Italy,{ch_743w32_TEST}
11063,37,3,2008-04-30 0:00:00,2008-05-28 0:00:00,2008-05-06 0:00:00,2,81.73,Destination KPVYJ,5678 Johnstown Road,Cork,Co. Cork,10203,Ireland,{ch_743w32_TEST}
